id,year,yrbirth,apr.wt,calf
Y25,2002,1994,45.5,0
Y25,2003,1994,NA,1
Y28,2000,1994,52,0
Y28,2001,1994,NA,1
Y3,1995,1994,24.7,0
Y3,1997,1994,NA,1
Y3,1998,1994,NA,1
Y3,1999,1994,50.2,1
Y3,2000,1994,47.2,0
Y3,2001,1994,55.5,1
Y30,1997,1994,NA,1
Y30,1998,1994,51,1
Y30,1999,1994,48.5,1
Y30,2000,1994,47.2,1
Y31,1995,1994,26.8,0
Y31,1997,1994,43.7,0
Y31,1998,1994,55,1
Y31,1999,1994,NA,1
Y31,2000,1994,NA,0
Y31,2002,1994,NA,0
Y31,2003,1994,56,1
Y31,2004,1994,50,1
Y31,2006,1994,NA,0
Y31,2007,1994,47.5,0
Y31,2009,1994,43.5,0
Y32,1995,1994,26.6,0
Y32,1996,1994,30,0
Y32,1997,1994,NA,0
Y33,1995,1994,24,0
Y33,1997,1994,NA,1
Y33,1998,1994,NA,1
Y33,1999,1994,NA,1
Y33,2000,1994,44,0
Y33,2001,1994,NA,1
Y37,1997,1994,NA,1
Y39,2000,1994,NA,1
Y4,1995,1994,25.4,0
Y41,1996,1994,33,0
Y41,1998,1994,60.5,1
Y41,1999,1994,60,1
Y41,2000,1994,NA,1
Y41,2001,1994,53.5,0
Y41,2002,1994,NA,1
Y41,2003,1994,56.7,0
Y41,2004,1994,NA,1
Y41,2005,1994,NA,0
Y41,2006,1994,54.5,1
Y41,2007,1994,NA,0
Y41,2008,1994,NA,0
Y44,1997,1994,NA,1
Y44,2000,1994,NA,1
Y45,1997,1994,NA,1
Y45,1998,1994,51.5,1
Y45,1999,1994,NA,1
Y45,2007,1994,NA,1
Y47,2000,1999,24.8,0
Y49,2000,1999,27.7,0
Y49,2001,1999,44,0
Y49,2002,1999,40,0
Y49,2003,1999,55.2,0
Y49,2004,1999,58,1
Y49,2005,1999,51.5,0
Y49,2006,1999,NA,0
Y49,2008,1999,NA,0
Y49,2009,1999,NA,0
Y49,2010,1999,51,0
Y49,2011,1999,NA,0
Y49,2013,1999,NA,0
Y5,1999,1994,NA,1
Y51,2001,1999,NA,1
Y52,2000,1999,26.7,0
Y52,2002,1999,47,1
Y52,2005,1999,NA,1
Y52,2006,1999,51,1
Y52,2008,1999,43,0
Y55,2008,1999,NA,0
Y55,2009,1999,46.3,0
Y55,2010,1999,44,0
Y55,2014,1999,47.5,0
Y58,2001,1999,NA,0
Y58,2002,1999,46.5,0
Y58,2003,1999,57.8,1
Y58,2007,1999,NA,1
Y58,2008,1999,45.5,0
Y58,2009,1999,55,1
Y58,2010,1999,NA,0
Y58,2011,1999,NA,1
Y6,1995,1994,23.8,0
Y6,1997,1994,41,0
Y6,1998,1994,54,1
Y6,1999,1994,50.2,1
Y6,2000,1994,47.5,1
Y6,2001,1994,54,1
Y60,2000,1999,27.8,0
Y63,2001,1999,NA,0
Y63,2003,1999,NA,1
Y63,2005,1999,NA,1
Y63,2006,1999,53,0
Y63,2008,1999,NA,0
Y63,2009,1999,57,1
Y63,2010,1999,50,1
Y63,2012,1999,NA,0
Y63,2015,1999,NA,0
Y65,2000,1999,26.7,0
Y65,2001,1999,NA,0
Y65,2002,1999,46.3,0
Y65,2003,1999,62.8,1
Y65,2005,1999,56.5,1
Y65,2007,1999,62.5,0
Y65,2009,1999,NA,1
Y65,2010,1999,54,1
Y65,2012,1999,57.5,1
Y66,2000,1999,24,0
Y66,2002,1999,35.5,0
Y66,2003,1999,54,1
Y66,2005,1999,NA,1
Y66,2006,1999,49.8,1
Y66,2007,1999,49.5,1
Y66,2008,1999,41.5,0
Y66,2009,1999,NA,1
Y71,2000,1999,27,0
Y71,2004,1999,46,1
Y71,2007,1999,48,1
Y76,2007,1999,NA,0
Y76,2016,1999,NA,0
Y78,2000,1999,22,0
Y78,2001,1999,NA,0
Y78,2003,1999,NA,0
Y78,2004,1999,NA,1
Y78,2005,1999,52.5,1
Y78,2007,1999,NA,1
Y79,2000,1999,23.8,0
Y8,1995,1994,26.6,0
Y8,1996,1994,30.6,0
Y8,1997,1994,NA,0
Y8,1998,1994,55,1
Y8,1999,1994,52,1
Y8,2000,1994,NA,0
Y80,2001,1999,44,0
Y80,2005,1999,NA,1
Y81,2001,1999,39,0
Y85,2004,2003,26.3,0
Y85,2005,2003,36,0
Y85,2006,2003,51.8,1
Y85,2008,2003,NA,0
Y85,2009,2003,NA,1
Y85,2010,2003,NA,1
Y85,2011,2003,50.7,0
Y85,2012,2003,53.5,0
Y85,2013,2003,61.5,1
Y85,2014,2003,50.2,0
Y85,2015,2003,54.5,1
Y85,2016,2003,49,0
Y85,2017,2003,54,0
Y86,2005,2003,43,1
Y86,2006,2003,NA,0
Y9,1995,1994,24.8,0
Y9,1997,1994,NA,1
Y9,1998,1994,48,1
Y9,1999,1994,49.5,0
Y9,2001,1994,NA,1
Y9,2005,1994,NA,1
Y9,2006,1994,NA,0
Y9,2008,1994,NA,0
Y90,2004,2003,23,0
Y90,2008,2003,NA,0
Y90,2010,2003,NA,0
Y90,2012,2003,NA,0
Y91,2016,2003,NA,1
Y92,2006,2003,40.5,0
Y92,2008,2003,41.5,0
Y93,2007,2003,51,0
Y93,2016,2003,NA,1
Y94,2010,2003,NA,0
Y94,2013,2003,NA,1
Y94,2014,2003,NA,0
Y94,2015,2003,NA,1
Y94,2016,2003,41.5,0
Y95,2015,2003,55,1
