id,year,yrbirth,apr.wt,calf
B100,2005,2004,24,0
B100,2007,2004,47.5,0
B100,2008,2004,45.5,1
B100,2009,2004,44.5,0
B100,2010,2004,47.5,0
B100,2012,2004,50,0
B100,2013,2004,60,1
B100,2015,2004,50.5,0
B101,2006,2004,NA,0
B101,2008,2004,NA,0
B101,2010,2004,NA,0
B101,2011,2004,NA,1
B101,2012,2004,52,0
B101,2014,2004,57.5,1
B102,2005,2004,25,0
B102,2008,2004,NA,0
B102,2009,2004,54.5,1
B103,2005,2004,23,0
B103,2006,2004,NA,0
B103,2007,2004,NA,0
B103,2008,2004,NA,0
B103,2009,2004,48,0
B103,2010,2004,NA,1
B103,2011,2004,NA,0
B103,2013,2004,NA,1
B103,2014,2004,NA,0
B103,2018,2004,NA,1
B104,2005,2004,22,0
B104,2007,2004,40,0
B104,2008,2004,NA,0
B104,2009,2004,41,0
B104,2010,2004,NA,0
B104,2013,2004,NA,1
B104,2015,2004,NA,0
B104,2016,2004,46.5,0
B105,2005,2004,25.2,0
B105,2006,2004,37.4,0
B105,2007,2004,NA,1
B105,2009,2004,NA,0
B105,2010,2004,57.5,0
B105,2012,2004,50.5,0
B105,2013,2004,NA,1
B105,2014,2004,54.5,0
B105,2015,2004,56,1
B105,2017,2004,NA,0
B105,2018,2004,NA,0
B105,2019,2004,NA,0
B106,2005,2004,25,0
B106,2006,2004,32.2,0
B106,2007,2004,46.5,0
B106,2008,2004,NA,0
B106,2009,2004,52.5,1
B106,2011,2004,NA,1
B106,2012,2004,57,1
B106,2013,2004,56,1
B106,2015,2004,46,0
B106,2018,2004,NA,0
B107,2005,2004,21,0
B107,2006,2004,NA,1
B107,2007,2004,NA,1
B110,2005,2004,23.5,0
B112,2005,2004,23,0
B114,2006,2004,35,0
B114,2008,2004,NA,0
B114,2009,2004,51.2,1
B115,2011,2004,NA,1
B115,2013,2004,NA,0
B116,2009,2004,NA,1
B120,2005,2004,26,0
B120,2008,2004,NA,0
B120,2009,2004,53.5,0
B120,2012,2004,54.5,0
B120,2013,2004,63,1
B120,2014,2004,54.5,0
B120,2015,2004,51,0
B122,2012,2004,46.5,0
B123,2005,2004,23.2,0
B123,2006,2004,NA,0
B123,2008,2004,40,0
B123,2009,2004,49.5,0
B123,2012,2004,42,0
B123,2013,2004,52,1
B123,2015,2004,51,1
B124,2005,2004,25.5,0
B124,2006,2004,NA,0
B124,2008,2004,NA,0
B124,2009,2004,NA,1
B124,2010,2004,50.5,0
B124,2013,2004,NA,1
B125,2006,2004,32.2,0
B125,2009,2004,43,0
B125,2010,2004,47.5,1
B125,2012,2004,43.2,0
B126,2011,2009,40.5,0
B126,2012,2009,39.5,0
B126,2013,2009,58.5,0
B126,2016,2009,60,0
B126,2018,2009,NA,1
B128,2013,2009,NA,1
B128,2014,2009,56.5,0
B128,2015,2009,NA,1
B128,2017,2009,52.5,1
B128,2018,2009,56,0
B128,2019,2009,NA,0
B129,2010,2009,24,0
B129,2013,2009,55,1
B129,2015,2009,51,1
B129,2019,2009,NA,1
B130,2012,2009,46.5,0
B130,2013,2009,53,0
B130,2014,2009,53,0
B130,2015,2009,54,0
B130,2017,2009,NA,0
B130,2018,2009,54.2,1
B130,2019,2009,NA,1
B135,2010,2009,22.5,0
B135,2011,2009,36.5,0
B135,2013,2009,53.5,1
B135,2014,2009,50.5,1
B135,2015,2009,NA,1
B135,2016,2009,49.5,0
B135,2018,2009,53.5,1
B137,2010,2009,23,0
B137,2012,2009,49.2,1
B137,2013,2009,NA,0
B137,2015,2009,50.5,1
B137,2016,2009,63,1
B137,2017,2009,56,0
B139,2010,2009,27.5,0
B139,2011,2009,37.5,0
B139,2012,2009,50,1
B139,2013,2009,NA,0
B139,2014,2009,NA,1
B139,2016,2009,61,1
B139,2017,2009,NA,1
B139,2018,2009,NA,1
B139,2019,2009,NA,1
B14,1996,1995,24,0
B140,2010,2009,25.5,0
B140,2011,2009,41.5,0
B140,2012,2009,41,0
B140,2013,2009,58.5,1
B140,2014,2009,NA,1
B140,2015,2009,50,0
B140,2018,2009,53.5,0
B147,2011,2009,NA,0
B147,2014,2009,NA,1
B147,2015,2009,56,1
B147,2016,2009,NA,1
B147,2017,2009,65,1
B147,2019,2009,NA,0
B148,2011,2009,NA,0
B149,2011,2009,38.5,0
B149,2012,2009,38.5,1
B149,2014,2009,NA,0
B149,2016,2009,NA,1
B149,2018,2009,NA,1
B15,1996,1995,22.9,0
B15,1997,1995,NA,0
B15,1998,1995,NA,0
B15,1999,1995,60.5,1
B15,2000,1995,52,0
B15,2001,1995,62,1
B15,2002,1995,NA,1
B15,2003,1995,NA,1
B15,2005,1995,NA,1
B15,2006,1995,NA,0
B15,2007,1995,NA,1
B150,2014,2009,NA,1
B151,2010,2009,21,0
B151,2013,2009,NA,1
B151,2014,2009,56,1
B151,2016,2009,58.5,1
B153,2010,2009,21.5,0
B153,2012,2009,49,1
B153,2013,2009,NA,1
B153,2015,2009,53.5,0
B153,2018,2009,NA,0
B154,2011,2009,45.5,1
B154,2012,2009,42,1
B154,2014,2009,51,1
B156,2010,2009,23,0
B156,2012,2009,44,0
B156,2013,2009,56.5,1
B156,2015,2009,48.5,1
B156,2016,2009,NA,1
B156,2017,2009,NA,1
B156,2019,2009,49.5,1
B157,2010,2009,25,0
B157,2012,2009,36,0
B157,2013,2009,NA,1
B157,2014,2009,50,1
B157,2016,2009,58.5,1
B157,2017,2009,50,1
B157,2018,2009,NA,1
B158,2010,2009,22.5,0
B158,2013,2009,NA,1
B158,2014,2009,45.5,0
B158,2015,2009,49,0
B158,2018,2009,50.5,1
B158,2019,2009,NA,0
B161,2010,2009,29.5,0
B161,2012,2009,50.5,1
B161,2014,2009,56,1
B161,2015,2009,55,0
B161,2017,2009,NA,1
B161,2018,2009,NA,1
B161,2019,2009,NA,0
B162,2010,2009,22,0
B162,2015,2009,NA,1
B165,2016,2009,56,0
B166,2010,2009,22,0
B166,2012,2009,NA,0
B166,2019,2009,NA,1
B167,2012,2009,47,0
B168,2014,2009,NA,1
B168,2015,2009,NA,0
B168,2016,2009,NA,1
B168,2019,2009,NA,0
B17,1997,1995,NA,0
B17,1998,1995,55.8,1
B17,1999,1995,51.5,1
B17,2000,1995,48,0
B17,2002,1995,NA,0
B17,2003,1995,59.6,1
B17,2004,1995,54,1
B17,2006,1995,NA,0
B17,2007,1995,NA,1
B170,2013,2009,NA,1
B170,2015,2009,NA,1
B170,2017,2009,NA,1
B170,2018,2009,NA,1
B170,2019,2009,NA,1
B171,2010,2009,24,0
B171,2013,2009,NA,1
B171,2014,2009,NA,1
B171,2015,2009,50.5,1
B171,2016,2009,58.5,1
B171,2018,2009,NA,1
B171,2019,2009,51.5,1
B176,2012,2009,NA,0
B176,2013,2009,NA,0
B176,2014,2009,NA,0
B176,2015,2009,53.5,1
B176,2016,2009,NA,1
B176,2017,2009,NA,1
B176,2018,2009,57.5,1
B176,2019,2009,NA,0
B177,2014,2009,NA,0
B179,2011,2009,NA,1
B18,1997,1995,NA,0
B18,1998,1995,54.8,1
B18,1999,1995,57.5,1
B18,2000,1995,50,0
B18,2001,1995,65.2,1
B18,2002,1995,54,1
B18,2003,1995,62,0
B18,2004,1995,65,1
B18,2005,1995,NA,0
B18,2006,1995,59.5,1
B18,2007,1995,53,1
B180,2011,2009,NA,0
B181,2016,2014,NA,0
B181,2017,2014,48.5,1
B181,2018,2014,NA,1
B184,2015,2014,22.5,0
B185,2015,2014,22,0
B185,2019,2014,NA,1
B19,1998,1995,52.5,0
B19,1999,1995,66,1
B198,2016,2014,36,0
B198,2018,2014,NA,1
B198,2019,2014,NA,0
B199,2015,2014,21,0
B199,2017,2014,45.5,0
B199,2018,2014,50,1
B2,2008,1995,NA,0
B200,2016,2014,38,0
B200,2018,2014,49.5,0
B200,2019,2014,53.5,1
B201,2017,2014,NA,0
B202,2017,2014,43.5,1
B202,2018,2014,50.5,1
B202,2019,2014,NA,0
B203,2015,2014,22,0
B203,2017,2014,NA,0
B203,2018,2014,60,0
B204,2016,2014,40,0
B204,2019,2014,44.5,0
B205,2016,2014,40,0
B205,2017,2014,53,1
B21,1996,1995,24,0
B21,1997,1995,NA,0
B21,1998,1995,NA,1
B21,1999,1995,NA,1
B21,2000,1995,NA,1
B21,2001,1995,55,0
B21,2003,1995,62.5,1
B21,2004,1995,NA,1
B212,2016,2014,NA,0
B212,2018,2014,53,0
B213,2015,2014,20.5,0
B213,2016,2014,41,0
B213,2017,2014,NA,1
B214,2015,2014,21,0
B214,2017,2014,45.5,0
B214,2019,2014,47.5,1
B215,2015,2014,23,0
B215,2017,2014,49.5,1
B215,2018,2014,NA,0
B218,2015,2014,23.5,0
B219,2015,2014,24,0
B219,2016,2014,42,0
B219,2017,2014,49.5,1
B219,2018,2014,NA,1
B219,2019,2014,NA,1
B22,1996,1995,23,0
B22,1998,1995,45.3,0
B22,1999,1995,55.5,0
B22,2001,1995,NA,0
B22,2003,1995,49.6,1
B22,2004,1995,NA,1
B22,2005,1995,NA,1
B220,2015,2014,24,0
B220,2016,2014,42,1
B220,2017,2014,NA,0
B220,2018,2014,NA,1
B220,2019,2014,NA,1
B221,2015,2014,21.5,0
B221,2017,2014,NA,1
B221,2019,2014,50.5,1
B23,1996,1995,26.2,0
B23,1997,1995,NA,0
B23,1998,1995,NA,1
B23,1999,1995,59.5,1
B23,2000,1995,58.7,1
B23,2001,1995,NA,0
B23,2002,1995,NA,0
B23,2003,1995,61.3,1
B23,2004,1995,NA,1
B23,2005,1995,NA,1
B23,2006,1995,NA,0
B23,2007,1995,NA,0
B24,1997,1995,NA,0
B24,1998,1995,45.5,1
B24,1999,1995,51.2,1
B24,2000,1995,42.5,0
B24,2001,1995,NA,1
B24,2002,1995,40.3,0
B24,2003,1995,57.5,1
B24,2005,1995,52,1
B24,2006,1995,NA,0
B24,2007,1995,NA,1
B24,2008,1995,43.5,0
B25,1996,1995,22.2,0
B25,1997,1995,NA,0
B25,1998,1995,52.5,1
B25,1999,1995,53,1
B26,1997,1995,46.5,1
B26,1999,1995,NA,1
B26,2000,1995,NA,1
B3,1997,1995,35.5,0
B3,1998,1995,NA,1
B3,1999,1995,NA,0
B3,2000,1995,56.5,1
B33,2001,2000,25,0
B33,2002,2000,30,0
B34,2004,2000,NA,1
B34,2005,2000,48,1
B34,2006,2000,NA,0
B34,2008,2000,42,0
B35,2001,2000,24.8,0
B35,2004,2000,NA,0
B35,2005,2000,NA,0
B35,2006,2000,NA,1
B35,2007,2000,NA,1
B36,2001,2000,28,0
B38,2001,2000,28,0
B38,2003,2000,44.6,0
B39,2001,2000,25.5,0
B39,2002,2000,NA,0
B39,2003,2000,NA,1
B39,2004,2000,46.2,0
B39,2006,2000,NA,0
B39,2007,2000,49.5,0
B39,2009,2000,51.5,1
B39,2011,2000,NA,0
B39,2012,2000,50,0
B39,2013,2000,46.5,0
B39,2016,2000,NA,0
B40,2001,2000,26.2,0
B40,2002,2000,NA,0
B40,2006,2000,NA,0
B40,2007,2000,55,1
B40,2008,2000,38.5,0
B40,2009,2000,NA,1
B40,2012,2000,40.5,1
B40,2013,2000,54,0
B40,2014,2000,NA,1
B44,2001,2000,27,0
B44,2004,2000,NA,0
B44,2006,2000,NA,0
B44,2007,2000,NA,1
B44,2008,2000,39,0
B44,2010,2000,NA,0
B45,2001,2000,24.8,0
B45,2002,2000,31,0
B45,2004,2000,NA,1
B45,2005,2000,NA,1
B45,2006,2000,49.3,0
B45,2007,2000,50,1
B46,2002,2000,NA,0
B46,2003,2000,47,0
B46,2006,2000,NA,1
B46,2012,2000,NA,0
B47,2002,2000,NA,0
B47,2003,2000,50.5,0
B47,2005,2000,NA,1
B47,2008,2000,45.5,0
B47,2009,2000,NA,0
B47,2010,2000,53,0
B47,2011,2000,56.5,1
B47,2012,2000,NA,0
B47,2013,2000,NA,1
B47,2014,2000,NA,0
B47,2017,2000,47.5,0
B49,2002,2000,NA,0
B49,2003,2000,51,1
B55,2003,2000,46,1
B55,2005,2000,NA,1
B56,2001,2000,28,0
B56,2002,2000,NA,0
B56,2003,2000,NA,1
B56,2004,2000,NA,0
B56,2005,2000,59,1
B56,2006,2000,56,1
B56,2007,2000,52.5,0
B56,2008,2000,NA,0
B56,2009,2000,52,1
B57,2001,2000,25.2,0
B57,2003,2000,42,0
B57,2006,2000,NA,0
B57,2007,2000,NA,1
B6,1997,1995,NA,0
B6,1998,1995,NA,1
B6,1999,1995,NA,1
B6,2000,1995,NA,1
B6,2001,1995,NA,1
B6,2003,1995,60,1
B6,2005,1995,60,1
B61,2001,2000,24.8,0
B61,2003,2000,45.2,1
B61,2005,2000,48.5,1
B61,2006,2000,48.5,1
B61,2007,2000,45.5,1
B61,2008,2000,39,0
B62,2001,2000,25.5,0
B62,2002,2000,32.5,0
B62,2003,2000,NA,0
B62,2005,2000,NA,1
B62,2006,2000,NA,1
B62,2007,2000,NA,1
B62,2008,2000,35.5,0
B62,2009,2000,NA,1
B62,2011,2000,NA,1
B62,2013,2000,NA,1
B62,2014,2000,NA,0
B63,2001,2000,29.5,0
B63,2002,2000,35.7,0
B63,2003,2000,53.5,1
B63,2004,2000,NA,0
B63,2005,2000,NA,1
B63,2006,2000,54.5,1
B63,2007,2000,NA,1
B63,2015,2000,NA,0
B65,2001,2000,28,0
B65,2004,2000,45,1
B65,2012,2000,NA,1
B65,2013,2000,NA,1
B65,2015,2000,NA,0
B66,2002,2000,37,0
B66,2004,2000,NA,1
B66,2005,2000,NA,1
B66,2006,2000,51.2,1
B67,2001,2000,29,0
B67,2003,2000,49.5,1
B67,2004,2000,47.2,0
B67,2005,2000,58.5,1
B67,2007,2000,57.5,1
B68,2002,2000,30.5,0
B68,2003,2000,46.5,1
B68,2005,2000,NA,0
B68,2006,2000,49,0
B71,2005,2004,22.8,0
B71,2006,2004,47,0
B71,2009,2004,NA,1
B73,2005,2004,24,0
B78,2005,2004,24.5,0
B78,2008,2004,42.5,0
B79,2005,2004,23,0
B79,2006,2004,NA,0
B79,2007,2004,NA,0
B79,2012,2004,43,0
B79,2013,2004,NA,1
B79,2015,2004,45,1
B79,2017,2004,45,0
B8,1997,1995,NA,0
B8,1998,1995,52,1
B8,2000,1995,NA,0
B8,2001,1995,60.8,1
B8,2002,1995,NA,0
B8,2005,1995,NA,1
B8,2007,1995,NA,1
B81,2005,2004,20.2,0
B81,2006,2004,NA,0
B81,2012,2004,37,0
B81,2013,2004,NA,1
B91,2005,2004,23,0
B92,2005,2004,23,0
B92,2006,2004,NA,0
B92,2007,2004,NA,0
B92,2008,2004,NA,0
B92,2009,2004,NA,1
B92,2010,2004,49,0
B92,2011,2004,NA,0
B92,2012,2004,60.5,1
B92,2013,2004,54.5,1
B92,2015,2004,47.5,0
B92,2017,2004,NA,0
B92,2018,2004,NA,0
B92,2019,2004,46,0
B93,2008,2004,NA,0
B93,2009,2004,55,1
B93,2011,2004,53.5,0
B93,2013,2004,NA,1
B94,2005,2004,26,0
B94,2006,2004,NA,0
B94,2008,2004,NA,0
B94,2009,2004,55.2,1
B94,2010,2004,53,1
B94,2011,2004,NA,1
B94,2012,2004,53.5,1
B94,2013,2004,NA,0
B94,2015,2004,NA,1
B95,2006,2004,NA,0
B96,2005,2004,22.5,0
B96,2006,2004,37,0
B96,2007,2004,50,0
B96,2008,2004,NA,0
B96,2010,2004,57,1
B96,2012,2004,54.5,1
B96,2013,2004,60.5,0
B96,2014,2004,59.2,0
B96,2015,2004,NA,1
B96,2016,2004,58,1
B96,2017,2004,50.5,0
B96,2018,2004,60,0
B97,2014,2004,NA,1
B98,2007,2004,52,0
B98,2008,2004,46,0
B99,2005,2004,25,0
B99,2006,2004,33,0
B99,2007,2004,46,0
G1,1999,1998,22.5,0
G1,2000,1998,33.3,0
G100,2009,2006,43.5,1
G100,2010,2006,42.5,0
G100,2011,2006,NA,1
G100,2012,2006,37.5,0
G100,2013,2006,NA,1
G100,2014,2006,55.7,1
G100,2015,2006,NA,0
G100,2016,2006,66.5,1
G100,2017,2006,50.5,1
G101,2007,2006,22.5,0
G101,2008,2006,NA,0
G112,2007,2006,25.5,0
G112,2008,2006,30.5,0
G112,2009,2006,NA,0
G112,2010,2006,45,0
G115c,2012,2006,47.5,0
G117,2014,2011,48.5,1
G117,2015,2011,43,0
G117,2016,2011,NA,1
G117,2017,2011,52.5,0
G117,2018,2011,62.25,0
G118,2013,2011,38,0
G118,2015,2011,55,1
G118,2017,2011,54.5,1
G118,2018,2011,60.75,0
G119,2014,2011,50.5,0
G119,2015,2011,NA,0
G119,2017,2011,NA,1
G120,2012,2011,21.5,0
G120,2015,2011,50,1
G120,2016,2011,52.5,1
G120,2017,2011,NA,0
G120,2018,2011,NA,1
G120,2019,2011,NA,1
G122,2015,2011,NA,0
G123,2013,2011,46,1
G123,2014,2011,48.5,0
G123,2016,2011,53,1
G123,2017,2011,NA,0
G123,2019,2011,54.75,1
G124,2017,2011,NA,1
G125,2013,2011,NA,0
G125,2014,2011,51.5,1
G125,2015,2011,NA,1
G125,2016,2011,NA,0
G125,2018,2011,NA,1
G128,2018,2011,NA,1
G129,2017,2011,NA,1
G13,1999,1998,26.6,0
G13,2000,1998,NA,0
G13,2001,1998,NA,1
G13,2002,1998,47.7,0
G13,2003,1998,56.3,1
G13,2004,1998,55.5,0
G13,2005,1998,NA,1
G13,2006,1998,NA,0
G13,2007,1998,NA,0
G13,2009,1998,58.7,0
G130,2012,2011,19,0
G130,2018,2011,NA,0
G132,2012,2011,19,0
G132,2013,2011,39,0
G132,2014,2011,49.5,1
G132,2015,2011,41.5,0
G132,2016,2011,NA,1
G132,2018,2011,NA,1
G132,2019,2011,NA,1
G134,2012,2011,19.2,0
G134,2013,2011,34.5,0
G134,2015,2011,NA,0
G135,2016,2011,50.5,0
G135,2018,2011,NA,1
G14,1999,1998,26,0
G14,2000,1998,NA,0
G14,2001,1998,NA,0
G14,2003,1998,NA,1
G14,2004,1998,46.3,0
G14,2005,1998,54.5,1
G14,2006,1998,NA,0
G14,2007,1998,50.5,0
G140,2016,2011,66.5,1
G141,2015,2011,45.5,1
G141,2017,2011,43.8,0
G141,2018,2011,55.75,0
G142,2012,2011,22,0
G142,2014,2011,47,1
G142,2015,2011,NA,1
G142,2018,2011,NA,1
G142,2019,2011,46,0
G143,2012,2011,23.5,0
G143,2013,2011,42.8,0
G143,2014,2011,51,1
G143,2015,2011,49,1
G143,2017,2011,56,1
G143,2018,2011,NA,1
G143,2019,2011,NA,1
G144,2012,2011,25,0
G144,2014,2011,NA,1
G144,2015,2011,45.5,1
G144,2016,2011,NA,1
G144,2019,2011,51,1
G146,2012,2011,22,0
G148,2013,2011,36,0
G148,2017,2011,NA,1
G148,2018,2011,NA,1
G148,2019,2011,NA,1
G149,2012,2011,21,0
G149,2013,2011,NA,1
G149,2014,2011,NA,1
G149,2016,2011,52.5,1
G15,1999,1998,29,0
G15,2000,1998,38.5,0
G15,2001,1998,NA,1
G15,2002,1998,43.8,0
G15,2003,1998,60.6,1
G15,2004,1998,NA,1
G15,2005,1998,59.5,1
G15,2006,1998,NA,1
G15,2009,1998,59.2,1
G15,2010,1998,NA,0
G15,2011,1998,NA,1
G150,2014,2011,NA,1
G150,2015,2011,NA,0
G154,2013,2011,43,1
G154,2014,2011,NA,1
G16,2003,1998,NA,1
G160,2017,2016,27,0
G160,2018,2016,39.5,0
G162,2019,2016,48.5,1
G164,2018,2016,NA,1
G164,2019,2016,50.2,1
G166,2019,2016,NA,1
G168,2017,2016,30,0
G171,2018,2016,35,0
G171,2019,2016,NA,0
G174,2017,2016,28,0
G174,2018,2016,41.5,0
G174,2019,2016,50,1
G175,2017,2016,22,0
G175,2018,2016,NA,0
G175,2019,2016,46,0
G18,1999,1998,28.5,0
G18,2000,1998,40,0
G18,2001,1998,55.2,1
G18,2008,1998,NA,0
G180,2018,2016,39.5,0
G185,2018,2016,36.5,1
G187,2019,2016,NA,0
G188,2017,2016,24,0
G189,2018,2016,35.5,0
G192,2017,2016,24,0
G193,2018,2016,NA,0
G2,1999,1998,26,0
G2,2000,1998,39,0
G2,2003,1998,NA,1
G2,2004,1998,NA,1
G2,2005,1998,NA,0
G2,2006,1998,NA,0
G2,2007,1998,NA,1
G20,1999,1998,30.5,0
G21,1999,1998,28.5,0
G21,2000,1998,NA,0
G21,2001,1998,NA,1
G22,1999,1998,26.6,0
G22,2000,1998,NA,0
G22,2001,1998,NA,1
G22,2002,1998,36.5,0
G22,2003,1998,56,0
G22,2004,1998,NA,1
G22,2005,1998,53.2,1
G22,2006,1998,NA,0
G22,2007,1998,NA,1
G22,2008,1998,NA,0
G22,2009,1998,52.3,1
G22,2010,1998,NA,0
G22,2011,1998,54.7,1
G22,2012,1998,NA,0
G23,1999,1998,27.2,0
G23,2000,1998,42.4,0
G23,2001,1998,55,1
G23,2003,1998,52.2,1
G23,2004,1998,NA,0
G23,2005,1998,61.2,1
G24,1999,1998,27.5,0
G24,2000,1998,43,0
G24,2005,1998,NA,1
G25,2000,1998,NA,0
G26,1999,1998,29.2,0
G26,2000,1998,41,0
G26,2002,1998,NA,1
G26,2003,1998,NA,1
G26,2004,1998,NA,1
G26,2005,1998,NA,1
G26,2006,1998,NA,1
G26,2007,1998,NA,1
G27,1999,1998,27,0
G28,1999,1998,27,0
G31,1999,1998,28.8,0
G31,2000,1998,NA,0
G31,2001,1998,57,1
G31,2002,1998,NA,0
G31,2003,1998,59.7,1
G31,2004,1998,55.5,1
G31,2005,1998,NA,1
G31,2006,1998,NA,0
G31,2007,1998,59,1
G31,2008,1998,NA,0
G32,1999,1998,32.5,0
G33,1999,1998,23.5,0
G33,2001,1998,NA,1
G33,2002,1998,39.5,0
G33,2005,1998,47.5,1
G33,2006,1998,49,0
G33,2007,1998,NA,1
G33,2008,1998,40,0
G33,2009,1998,NA,1
G33,2010,1998,40.5,0
G34,1999,1998,26.5,0
G34,2000,1998,NA,0
G34,2001,1998,NA,0
G34,2002,1998,49,0
G34,2004,1998,NA,1
G34,2005,1998,55,1
G34,2006,1998,51.5,0
G34,2007,1998,NA,1
G35,1999,1998,29,0
G35,2000,1998,39.5,0
G35,2001,1998,NA,1
G35,2003,1998,59.3,1
G35,2005,1998,NA,0
G35,2006,1998,NA,1
G37,2001,1998,53,1
G37,2002,1998,41.8,0
G37,2003,1998,56.8,1
G37,2004,1998,NA,1
G37,2005,1998,54.5,1
G37,2006,1998,54.5,1
G37,2007,1998,NA,0
G37,2008,1998,NA,0
G39,2005,2002,41,0
G39,2006,2002,51,1
G39,2007,2002,NA,1
G39,2010,2002,45,0
G40,2003,2002,25,0
G41,2003,2002,23,0
G41,2005,2002,NA,0
G41,2006,2002,50.5,1
G41,2007,2002,47,1
G42,2003,2002,26,0
G42,2006,2002,43,0
G42,2007,2002,NA,0
G42,2008,2002,NA,1
G43,2003,2002,23,0
G43,2004,2002,33,0
G43,2005,2002,39,0
G43,2006,2002,43,0
G44,2003,2002,24.5,0
G44,2005,2002,NA,1
G44,2006,2002,NA,0
G45,2003,2002,23,0
G45,2006,2002,NA,0
G45,2007,2002,51,0
G49,2006,2002,41,0
G49,2007,2002,56,1
G5,1999,1998,24.5,0
G5,2000,1998,NA,0
G52,2003,2002,22,0
G52,2004,2002,NA,0
G52,2006,2002,NA,0
G52,2007,2002,NA,0
G52,2008,2002,NA,0
G52,2009,2002,NA,0
G52,2010,2002,NA,1
G52,2011,2002,52,0
G52,2014,2002,47,0
G53,2004,2002,44.3,1
G53,2005,2002,NA,1
G53,2006,2002,41.1,0
G53,2007,2002,53.5,0
G53,2008,2002,49.5,1
G53,2016,2002,NA,1
G54,2003,2002,26.5,0
G54,2005,2002,NA,0
G54,2009,2002,52.5,1
G55,2003,2002,23.8,0
G55,2004,2002,NA,0
G55,2006,2002,53,0
G61,2003,2002,24.5,0
G61,2004,2002,NA,0
G61,2005,2002,43,0
G61,2006,2002,NA,0
G61,2007,2002,49,0
G61,2008,2002,38,0
G61,2009,2002,41.5,0
G61,2011,2002,NA,0
G61,2012,2002,NA,0
G61,2014,2002,NA,0
G63,2008,2002,NA,0
G63,2009,2002,NA,1
G63,2010,2002,NA,0
G63,2012,2002,NA,0
G63,2014,2002,NA,0
G63,2016,2002,52,1
G71,2005,2002,NA,1
G71,2006,2002,41,0
G72,2004,2002,NA,0
G72,2005,2002,41.5,1
G72,2006,2002,NA,0
G72,2009,2002,42,0
G72,2018,2002,NA,0
G73,2003,2002,22.2,0
G73,2005,2002,41,0
G73,2006,2002,47.5,1
G73,2007,2002,43,1
G73,2008,2002,NA,0
G73,2009,2002,NA,1
G73,2010,2002,43.5,0
G8,1999,1998,26.5,0
G8,2000,1998,35,0
G8,2003,1998,NA,1
G8,2005,1998,NA,1
G8,2006,1998,NA,0
G87,2009,2006,42,0
G89,2007,2006,26.7,0
G89,2010,2006,40.5,0
G89,2012,2006,53.5,1
G89,2013,2006,55,0
G89,2014,2006,57,1
G89,2015,2006,51,0
G89,2017,2006,NA,0
G9,1999,1998,28.2,0
G9,2000,1998,40.4,0
G9,2001,1998,NA,1
G9,2002,1998,NA,0
G9,2003,1998,NA,1
G9,2004,1998,NA,1
G9,2006,1998,55.5,1
G9,2008,1998,NA,0
G9,2009,1998,53.5,1
G91,2007,2006,17.2,0
G92,2008,2006,NA,0
G92,2009,2006,NA,0
G92,2010,2006,NA,0
G92,2012,2006,50.5,0
G92,2013,2006,NA,1
G92,2014,2006,49.5,1
G92,2016,2006,54.5,1
G92,2017,2006,NA,0
G92,2018,2006,48.5,0
G92,2019,2006,47,0
G93,2012,2006,NA,1
G94,2007,2006,23,0
G94,2008,2006,NA,0
G94,2009,2006,43,1
G94,2012,2006,NA,0
G94,2017,2006,NA,0
G95,2007,2006,27,0
G95,2008,2006,NA,0
G95,2009,2006,47,0
G95,2010,2006,51.5,0
G95,2014,2006,51.2,0
G95,2016,2006,64,1
G95,2017,2006,52.5,1
G95,2018,2006,66,1
G98,2012,2006,NA,0
G98,2014,2006,NA,1
G98,2015,2006,53.5,1
G98,2016,2006,52.5,0
G99,2007,2006,20,0
G99,2008,2006,29,0
G99,2009,2006,NA,1
G99,2012,2006,46,1
G99,2013,2006,NA,1
G99,2014,2006,NA,0
G99,2015,2006,41,1
G99,2017,2006,NA,0
R105,1997,1989,52.7,1
R105,1998,1989,57,1
R105,1999,1989,NA,1
R105,2000,1989,54,0
R105,2001,1989,NA,0
R109,1997,1993,56.5,1
R109,1998,1993,53.8,1
R109,1999,1993,NA,1
R109,2001,1993,63.2,0
R109,2002,1993,51,0
R109,2005,1993,NA,1
R109,2006,1993,NA,0
R125,1997,1988,52,1
R125,1998,1988,NA,0
R125,1999,1988,63.5,1
R125,2000,1988,52.2,1
R125,2001,1988,NA,1
R127,1997,1987,57,1
R127,1998,1987,NA,0
R127,1999,1987,62,1
R127,2000,1987,50.5,0
R127,2001,1987,62.5,1
R135,1997,1986,51,0
R135,1998,1986,58.8,1
R135,1999,1986,47.5,0
R149,1997,1993,48.4,1
R149,1998,1993,53.8,1
R149,2001,1993,NA,1
R149,2002,1993,NA,0
R149,2003,1993,NA,1
R149,2006,1993,NA,0
R151,1997,1990,52.5,1
R156,1997,1989,45.5,0
R156,1998,1989,60.5,1
R156,1999,1989,55.5,1
R156,2000,1989,52,1
R156,2001,1989,52.5,1
R156,2002,1989,NA,0
R156,2003,1989,47.5,0
R156,2004,1989,NA,0
R161,1997,1992,59,1
R161,1998,1992,62.5,1
R161,1999,1992,56.5,0
R161,2000,1992,NA,1
R161,2001,1992,61,1
R161,2002,1992,NA,1
R161,2003,1992,58.2,1
R172,1998,1988,54.5,1
R172,1999,1988,49.8,1
R178,1998,1986,44.5,0
R178,1999,1986,49,0
R178,2000,1986,NA,0
R178,2001,1986,NA,0
